Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Cura (product.metafields.custom.cura),Dettagli prodotto (product.metafields.custom.dettagli_prodotto),Size guide table (product.metafields.custom.size_guide_table),Spedizione (product.metafields.custom.spedizione),Taglia (product.metafields.custom.taglia),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Italia,Price / Italia,Compare At Price / Italia,Included / Internazionale,Price / Internazionale,Compare At Price / Internazionale,Included / Unione europea,Price / Unione europea,Compare At Price / Unione europea,Status,Collection
division-sweats-green-eurbo,,,,,,,,,XS,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
division-sweats-green-eurbo,,,,,,,,,S,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
division-sweats-green-eurbo,,,,,,,,,M,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
division-sweats-green-eurbo,,,,,,,,,L,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
division-sweats-green-eurbo,,,,,,,,,XL,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
division-sweats-green-eurbo,,,,,,,,,XXL,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
maxi-jumper-taupe-eurbo,Maxi Jumper Taupe,"Long sleeve oversize jumper. Dropped raglan shoulders. Rib knit cuffs, collar and hem.Logo embroidery patch at the left sleeve",Untitled Artworks™,Uncategorized,,"b2b, B2B-EUR-BO",True,Taglia,XXS,,,,,,,,,,,9999,deny,manual,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,B2B EUR BO
maxi-jumper-taupe-eurbo,,,,,,,,,XS,,,,,,,,,,,9999,deny,manual,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
maxi-jumper-taupe-eurbo,,,,,,,,,S,,,,,,,,,,,9999,deny,manual,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
maxi-jumper-taupe-eurbo,,,,,,,,,M,,,,,,,,,,,9999,deny,manual,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
maxi-jumper-taupe-eurbo,,,,,,,,,L,,,,,,,,,,,9999,deny,manual,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
maxi-jumper-taupe-eurbo,,,,,,,,,XL,,,,,,,,,,,9999,deny,manual,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
maxi-jumper-taupe-eurbo,,,,,,,,,XXL,,,,,,,,,,,9999,deny,manual,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
maxi-cardigan-black-eurbo,Maxi Cardigan Black,"Long sleeve V-neck melange cardigan, 3GG weight. Dropped shoulders. Two front patch pocket style. Front button closure.",Untitled Artworks™,Uncategorized,,"b2b, B2B-EUR-BO",True,Taglia,XXS,,,,,,,,,,,9999,deny,manual,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,B2B EUR BO
maxi-cardigan-black-eurbo,,,,,,,,,XS,,,,,,,,,,,9999,deny,manual,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
maxi-cardigan-black-eurbo,,,,,,,,,S,,,,,,,,,,,9999,deny,manual,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
maxi-cardigan-black-eurbo,,,,,,,,,M,,,,,,,,,,,9999,deny,manual,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
maxi-cardigan-black-eurbo,,,,,,,,,L,,,,,,,,,,,9999,deny,manual,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
maxi-cardigan-black-eurbo,,,,,,,,,XL,,,,,,,,,,,9999,deny,manual,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
maxi-cardigan-black-eurbo,,,,,,,,,XXL,,,,,,,,,,,9999,deny,manual,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
military-knit-crewneck-black-eurbo,Military Knit Crewneck Black,"Long sleeve military crewneck, 7 GG weight. Dropped shoulders. Rib knit cuffs, collar and hem. Two front patch pocket style.",Untitled Artworks™,Uncategorized,,"b2b, B2B-EUR-BO",True,Taglia,XXS,,,,,,,,,,,9999,deny,manual,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,B2B EUR BO
military-knit-crewneck-black-eurbo,,,,,,,,,XS,,,,,,,,,,,9999,deny,manual,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
military-knit-crewneck-black-eurbo,,,,,,,,,S,,,,,,,,,,,9999,deny,manual,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
military-knit-crewneck-black-eurbo,,,,,,,,,M,,,,,,,,,,,9999,deny,manual,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
military-knit-crewneck-black-eurbo,,,,,,,,,L,,,,,,,,,,,9999,deny,manual,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
military-knit-crewneck-black-eurbo,,,,,,,,,XL,,,,,,,,,,,9999,deny,manual,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
military-knit-crewneck-black-eurbo,,,,,,,,,XXL,,,,,,,,,,,9999,deny,manual,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
military-knit-crewneck-green-eurbo,Military Knit Crewneck Green,"Long sleeve military crewneck, 7 GG weight. Dropped shoulders. Rib knit cuffs, collar and hem. Two front patch pocket style.",Untitled Artworks™,Uncategorized,,"b2b, B2B-EUR-BO",True,Taglia,XXS,,,,,,,,,,,9999,deny,manual,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,B2B EUR BO
military-knit-crewneck-green-eurbo,,,,,,,,,XS,,,,,,,,,,,9999,deny,manual,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
military-knit-crewneck-green-eurbo,,,,,,,,,S,,,,,,,,,,,9999,deny,manual,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
military-knit-crewneck-green-eurbo,,,,,,,,,M,,,,,,,,,,,9999,deny,manual,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
military-knit-crewneck-green-eurbo,,,,,,,,,L,,,,,,,,,,,9999,deny,manual,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
military-knit-crewneck-green-eurbo,,,,,,,,,XL,,,,,,,,,,,9999,deny,manual,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
military-knit-crewneck-green-eurbo,,,,,,,,,XXL,,,,,,,,,,,9999,deny,manual,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
military-astro-knit-blue-eurbo,Military Astro Knit Blue,Jumper rib-knitted from 100% cotton. Oversized shape and has a ribbed funnel neck with a metal half-zip that allows it to be layered over a tee. The elbow patches in poly cotton nod to utility.,Untitled Artworks™,Uncategorized,,"b2b, B2B-EUR-BO",True,Taglia,XXS,,,,,,,,,,,9999,deny,manual,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,B2B EUR BO
military-astro-knit-blue-eurbo,,,,,,,,,XS,,,,,,,,,,,9999,deny,manual,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
military-astro-knit-blue-eurbo,,,,,,,,,S,,,,,,,,,,,9999,deny,manual,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
military-astro-knit-blue-eurbo,,,,,,,,,M,,,,,,,,,,,9999,deny,manual,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
military-astro-knit-blue-eurbo,,,,,,,,,L,,,,,,,,,,,9999,deny,manual,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
military-astro-knit-blue-eurbo,,,,,,,,,XL,,,,,,,,,,,9999,deny,manual,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
military-astro-knit-blue-eurbo,,,,,,,,,XXL,,,,,,,,,,,9999,deny,manual,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
longsleeve-aetherya-white-eurbo,Longsleeve Aetherya White,"100% cotton long sleeve. Oversize fit. Distress bruise edges at armhole, hem and collar. Digital print at front, back and sleeves. Stone wash effect. Logo embroidery at the back.",Untitled Artworks™,Uncategorized,,"b2b, B2B-EUR-BO",True,Taglia,XXS,,,,,,,,,,,9999,deny,manual,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,B2B EUR BO
longsleeve-aetherya-white-eurbo,,,,,,,,,XS,,,,,,,,,,,9999,deny,manual,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
longsleeve-aetherya-white-eurbo,,,,,,,,,S,,,,,,,,,,,9999,deny,manual,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
longsleeve-aetherya-white-eurbo,,,,,,,,,M,,,,,,,,,,,9999,deny,manual,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
longsleeve-aetherya-white-eurbo,,,,,,,,,L,,,,,,,,,,,9999,deny,manual,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
longsleeve-aetherya-white-eurbo,,,,,,,,,XL,,,,,,,,,,,9999,deny,manual,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
longsleeve-aetherya-white-eurbo,,,,,,,,,XXL,,,,,,,,,,,9999,deny,manual,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
longsleeve-blazya-black-eurbo,Longsleeve Blazya Black,"100% cotton long sleeve. Oversize fit. Distress bruise edges at armhole, hem and collar. Digital print at front, back and sleeves. Stone wash effect. Logo embroidery at the back.",Untitled Artworks™,Uncategorized,,"b2b, B2B-EUR-BO",True,Taglia,XXS,,,,,,,,,,,9999,deny,manual,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,B2B EUR BO
longsleeve-blazya-black-eurbo,,,,,,,,,XS,,,,,,,,,,,9999,deny,manual,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
longsleeve-blazya-black-eurbo,,,,,,,,,S,,,,,,,,,,,9999,deny,manual,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
longsleeve-blazya-black-eurbo,,,,,,,,,M,,,,,,,,,,,9999,deny,manual,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
longsleeve-blazya-black-eurbo,,,,,,,,,L,,,,,,,,,,,9999,deny,manual,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
longsleeve-blazya-black-eurbo,,,,,,,,,XL,,,,,,,,,,,9999,deny,manual,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
longsleeve-blazya-black-eurbo,,,,,,,,,XXL,,,,,,,,,,,9999,deny,manual,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
longsleeve-magister-black-eurbo,Longsleeve Magister Black,"100% cotton long sleeve. Oversize fit. Distress bruise edges at armhole, hem and collar. Digital print at front, back and sleeves. Stone wash effect. Logo embroidery at the back.",Untitled Artworks™,Uncategorized,,"b2b, B2B-EUR-BO",True,Taglia,XXS,,,,,,,,,,,9999,deny,manual,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,B2B EUR BO
longsleeve-magister-black-eurbo,,,,,,,,,XS,,,,,,,,,,,9999,deny,manual,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
longsleeve-magister-black-eurbo,,,,,,,,,S,,,,,,,,,,,9999,deny,manual,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
longsleeve-magister-black-eurbo,,,,,,,,,M,,,,,,,,,,,9999,deny,manual,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
longsleeve-magister-black-eurbo,,,,,,,,,L,,,,,,,,,,,9999,deny,manual,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
longsleeve-magister-black-eurbo,,,,,,,,,XL,,,,,,,,,,,9999,deny,manual,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
longsleeve-magister-black-eurbo,,,,,,,,,XXL,,,,,,,,,,,9999,deny,manual,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
longsleeve-magister-white-eurbo,Longsleeve Magister White,"100% cotton long sleeve. Oversize fit. Distress bruise edges at armhole, hem and collar. Digital print at front, back and sleeves. Stone wash effect. Logo embroidery at the back.",Untitled Artworks™,Uncategorized,,"b2b, B2B-EUR-BO",True,Taglia,XXS,,,,,,,,,,,9999,deny,manual,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,B2B EUR BO
longsleeve-magister-white-eurbo,,,,,,,,,XS,,,,,,,,,,,9999,deny,manual,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
longsleeve-magister-white-eurbo,,,,,,,,,S,,,,,,,,,,,9999,deny,manual,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
longsleeve-magister-white-eurbo,,,,,,,,,M,,,,,,,,,,,9999,deny,manual,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
longsleeve-magister-white-eurbo,,,,,,,,,L,,,,,,,,,,,9999,deny,manual,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
longsleeve-magister-white-eurbo,,,,,,,,,XL,,,,,,,,,,,9999,deny,manual,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
longsleeve-magister-white-eurbo,,,,,,,,,XXL,,,,,,,,,,,9999,deny,manual,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
tee-archivum-grey-melange-eurbo,Tee Archivum Grey Melange,"100% cotton t-shirt. Oversize fit. Short sleeve. Distress bruise edges at armhole, hem and collar. Digital print at front and back. Consumed effect. Logo em- broidery at the back.",Untitled Artworks™,Uncategorized,,"b2b, B2B-EUR-BO",True,Taglia,XXS,,,,,,,,,,,9999,deny,manual,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,B2B EUR BO
tee-archivum-grey-melange-eurbo,,,,,,,,,XS,,,,,,,,,,,9999,deny,manual,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
tee-archivum-grey-melange-eurbo,,,,,,,,,S,,,,,,,,,,,9999,deny,manual,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
tee-archivum-grey-melange-eurbo,,,,,,,,,M,,,,,,,,,,,9999,deny,manual,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
tee-archivum-grey-melange-eurbo,,,,,,,,,L,,,,,,,,,,,9999,deny,manual,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
tee-archivum-grey-melange-eurbo,,,,,,,,,XL,,,,,,,,,,,9999,deny,manual,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
tee-archivum-grey-melange-eurbo,,,,,,,,,XXL,,,,,,,,,,,9999,deny,manual,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
tee-division-white-eurbo,Tee Division White,"100% cotton t-shirt. Oversize fit. Short sleeve. Distress bruise edges at armhole, hem and collar. Digital print at front and back. Consumed effect. Logo em- broidery at the back.",Untitled Artworks™,Uncategorized,,"b2b, B2B-EUR-BO",True,Taglia,XXS,,,,,,,,,,,9999,deny,manual,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,B2B EUR BO
tee-division-white-eurbo,,,,,,,,,XS,,,,,,,,,,,9999,deny,manual,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
tee-division-white-eurbo,,,,,,,,,S,,,,,,,,,,,9999,deny,manual,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
tee-division-white-eurbo,,,,,,,,,M,,,,,,,,,,,9999,deny,manual,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
tee-division-white-eurbo,,,,,,,,,L,,,,,,,,,,,9999,deny,manual,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
tee-division-white-eurbo,,,,,,,,,XL,,,,,,,,,,,9999,deny,manual,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
tee-division-white-eurbo,,,,,,,,,XXL,,,,,,,,,,,9999,deny,manual,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
tee-scriptura-black-eurbo,Tee Scriptura Black,"100% cotton t-shirt. Oversize fit. Short sleeve. Distress bruise edges at armhole, hem and collar. Digital print at front and back. Consumed effect. Logo em- broidery at the back.",Untitled Artworks™,Uncategorized,,"b2b, B2B-EUR-BO",True,Taglia,XXS,,,,,,,,,,,9999,deny,manual,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,B2B EUR BO
tee-scriptura-black-eurbo,,,,,,,,,XS,,,,,,,,,,,9999,deny,manual,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
tee-scriptura-black-eurbo,,,,,,,,,S,,,,,,,,,,,9999,deny,manual,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
tee-scriptura-black-eurbo,,,,,,,,,M,,,,,,,,,,,9999,deny,manual,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
tee-scriptura-black-eurbo,,,,,,,,,L,,,,,,,,,,,9999,deny,manual,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
tee-scriptura-black-eurbo,,,,,,,,,XL,,,,,,,,,,,9999,deny,manual,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
tee-scriptura-black-eurbo,,,,,,,,,XXL,,,,,,,,,,,9999,deny,manual,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
tee-gotica-white-eurbo,Tee Gotica White,"100% cotton t-shirt. Oversize fit. Short sleeve. Distress bruise edges at armhole, hem and collar. Digital print at front and back. Consumed effect. Logo em- broidery at the back.",Untitled Artworks™,Uncategorized,,"b2b, B2B-EUR-BO",True,Taglia,XXS,,,,,,,,,,,9999,deny,manual,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,B2B EUR BO
tee-gotica-white-eurbo,,,,,,,,,XS,,,,,,,,,,,9999,deny,manual,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
tee-gotica-white-eurbo,,,,,,,,,S,,,,,,,,,,,9999,deny,manual,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
tee-gotica-white-eurbo,,,,,,,,,M,,,,,,,,,,,9999,deny,manual,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
tee-gotica-white-eurbo,,,,,,,,,L,,,,,,,,,,,9999,deny,manual,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
tee-gotica-white-eurbo,,,,,,,,,XL,,,,,,,,,,,9999,deny,manual,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
tee-gotica-white-eurbo,,,,,,,,,XXL,,,,,,,,,,,9999,deny,manual,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
tee-gotica-black-eurbo,Tee Gotica Black,"100% cotton t-shirt. Oversize fit. Short sleeve. Distress bruise edges at armhole, hem and collar. Digital print at front and back. Consumed effect. Logo em- broidery at the back.",Untitled Artworks™,Uncategorized,,"b2b, B2B-EUR-BO",True,Taglia,XXS,,,,,,,,,,,9999,deny,manual,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,B2B EUR BO
tee-gotica-black-eurbo,,,,,,,,,XS,,,,,,,,,,,9999,deny,manual,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
tee-gotica-black-eurbo,,,,,,,,,S,,,,,,,,,,,9999,deny,manual,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
tee-gotica-black-eurbo,,,,,,,,,M,,,,,,,,,,,9999,deny,manual,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
tee-gotica-black-eurbo,,,,,,,,,L,,,,,,,,,,,9999,deny,manual,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
tee-gotica-black-eurbo,,,,,,,,,XL,,,,,,,,,,,9999,deny,manual,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
tee-gotica-black-eurbo,,,,,,,,,XXL,,,,,,,,,,,9999,deny,manual,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
tee-untitled-black-eurbo,TEE UNTITLED Black,"100% cotton t-shirt. Oversize fit. Short sleeve. Distress bruise edges at armhole, hem and collar. Digital print at front. Consumed effect. Logo em- broidery at the back.",Untitled Artworks™,Uncategorized,,"b2b, B2B-EUR-BO",True,Taglia,XXS,,,,,,,,,,,9999,deny,manual,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,B2B EUR BO
tee-untitled-black-eurbo,,,,,,,,,XS,,,,,,,,,,,9999,deny,manual,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
tee-untitled-black-eurbo,,,,,,,,,S,,,,,,,,,,,9999,deny,manual,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
tee-untitled-black-eurbo,,,,,,,,,M,,,,,,,,,,,9999,deny,manual,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
tee-untitled-black-eurbo,,,,,,,,,L,,,,,,,,,,,9999,deny,manual,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
tee-untitled-black-eurbo,,,,,,,,,XL,,,,,,,,,,,9999,deny,manual,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
tee-untitled-black-eurbo,,,,,,,,,XXL,,,,,,,,,,,9999,deny,manual,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
tee-untitled-canvas-eurbo,TEE UNTITLED Canvas,"100% cotton t-shirt. Oversize fit. Short sleeve. Distress bruise edges at armhole, hem and collar. Digital print at front. Consumed effect. Logo em- broidery at the back.",Untitled Artworks™,Uncategorized,,"b2b, B2B-EUR-BO",True,Taglia,XXS,,,,,,,,,,,9999,deny,manual,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,B2B EUR BO
tee-untitled-canvas-eurbo,,,,,,,,,XS,,,,,,,,,,,9999,deny,manual,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
tee-untitled-canvas-eurbo,,,,,,,,,S,,,,,,,,,,,9999,deny,manual,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
tee-untitled-canvas-eurbo,,,,,,,,,M,,,,,,,,,,,9999,deny,manual,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
tee-untitled-canvas-eurbo,,,,,,,,,L,,,,,,,,,,,9999,deny,manual,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
tee-untitled-canvas-eurbo,,,,,,,,,XL,,,,,,,,,,,9999,deny,manual,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
tee-untitled-canvas-eurbo,,,,,,,,,XXL,,,,,,,,,,,9999,deny,manual,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
